t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session,pred,infer_us,trial,staged
2698,1304,307,2626,121,0,2,1,2,21,2,2
2828,1303,306,2627,122,0,2,1,2,20,2,2
2958,1303,306,2626,121,0,2,1,2,20,2,2
3088,1303,306,2626,121,0,2,1,2,20,2,2
3218,1303,307,2626,121,0,2,1,2,20,2,2
3348,1304,307,2626,121,0,2,1,2,21,2,2
3479,1303,306,2626,121,0,2,1,2,21,2,2
3610,1303,306,2626,121,0,2,1,2,20,2,2
3740,1303,306,2626,121,0,2,1,2,20,2,2
3870,1303,306,2626,121,0,2,1,2,20,2,2
4000,1303,306,2626,121,0,2,1,2,21,2,2
4130,1303,306,2626,121,0,2,1,2,20,2,2
4261,1303,306,2626,121,0,2,1,2,21,2,2
4391,1303,306,2625,120,0,2,1,2,20,2,2
4521,1303,306,2625,120,0,2,1,2,20,2,2
4652,1303,306,2625,120,0,2,1,2,21,2,2
4783,1303,306,2626,121,0,2,1,2,21,2,2
4913,1303,306,2625,120,0,2,1,2,20,2,2
5043,1303,306,2626,121,0,2,1,2,20,2,2
95,1303,307,2266,-239,0,3,1,3,20,2,3
225,1304,307,2266,-239,0,3,1,3,20,2,3
356,1304,307,2266,-239,0,3,1,3,20,2,3
486,1304,307,2266,-239,0,3,1,3,20,2,3
616,1304,307,2266,-239,0,3,1,3,20,2,3
746,1304,307,2267,-238,0,3,1,3,20,2,3
876,1304,307,2266,-239,0,3,1,3,20,2,3
1006,1303,307,2266,-239,0,3,1,3,20,2,3
1136,1303,307,2266,-239,0,3,1,3,20,2,3
1265,1304,307,2266,-239,0,3,1,3,20,2,3
1395,1304,307,2266,-239,0,3,1,3,20,2,3
1525,1304,307,2266,-239,0,3,1,3,20,2,3
1656,1304,307,2267,-238,0,3,1,3,20,2,3
1787,1304,307,2266,-239,0,3,1,3,20,2,3
1917,1304,307,2267,-238,0,3,1,3,20,2,3
2047,1304,307,2267,-238,0,3,1,3,20,2,3
2178,1304,307,2267,-238,0,3,1,3,20,2,3
2309,1304,307,2266,-239,0,3,1,3,20,2,3
2440,1304,307,2266,-239,0,3,1,3,20,2,3
2571,1303,307,2266,-239,0,3,1,3,20,2,3
2702,1302,305,2266,-239,0,3,1,3,20,2,3
2832,1304,307,2266,-239,0,3,1,3,20,2,3
2963,1304,307,2267,-238,0,3,1,3,20,2,3
3094,1304,308,2266,-239,0,3,1,3,20,2,3
3225,1305,308,2265,-240,0,3,1,3,20,2,3
3355,1304,307,2266,-239,0,3,1,3,20,2,3
3485,1304,307,2268,-237,0,3,1,3,20,2,3
3616,1302,305,2266,-239,0,3,1,3,20,2,3
3747,1304,307,2267,-238,0,3,1,3,21,2,3
3877,1303,306,2267,-238,0,3,1,3,20,2,3
4008,1303,306,2267,-238,0,3,1,3,20,2,3
4139,1302,305,2267,-238,0,3,1,3,20,2,3
4269,1302,305,2267,-238,0,3,1,3,20,2,3
4399,1302,305,2267,-238,0,3,1,3,21,2,3
4529,1303,306,2266,-239,0,3,1,3,20,2,3
4659,1303,306,2267,-238,0,3,1,3,21,2,3
4789,1304,307,2267,-238,0,3,1,3,20,2,3
4920,1304,307,2267,-238,0,3,1,3,20,2,3
5051,1304,307,2267,-238,0,3,1,3,20,2,3
96,1303,306,2758,253,0,4,1,4,20,2,4
226,1303,306,2758,253,0,4,1,4,20,2,4
356,1303,306,2758,253,0,4,1,4,21,2,4
486,1303,306,2759,254,0,4,1,4,20,2,4
617,1303,306,2759,254,0,4,1,4,20,2,4
747,1304,307,2758,253,0,4,1,4,20,2,4
877,1304,308,2758,253,0,4,1,4,20,2,4
1007,1304,307,2758,253,0,4,1,4,20,2,4
1137,1304,307,2758,253,0,4,1,4,21,2,4
1267,1304,307,2758,253,0,4,1,4,21,2,4
1398,1303,306,2758,253,0,4,1,4,20,2,4
1528,1304,307,2758,253,0,4,1,4,20,2,4
1659,1304,307,2758,253,0,4,1,4,21,2,4
1790,1304,307,2758,253,0,4,1,4,21,2,4
1920,1304,307,2758,253,0,4,1,4,20,2,4
2050,1305,309,2758,253,0,4,1,4,20,2,4
2181,1304,308,2758,253,0,4,1,4,20,2,4
2311,1306,309,2758,253,0,4,1,4,20,2,4
2442,1304,308,2759,254,0,4,1,4,20,2,4
2572,1305,309,2758,253,0,4,1,4,20,2,4
2702,1305,308,2758,253,0,4,1,4,20,2,4
2832,1305,308,2758,253,0,4,1,4,20,2,4
2962,1305,308,2759,254,0,4,1,4,21,2,4
3092,1304,307,2758,253,0,4,1,4,20,2,4
3222,1304,307,2758,253,0,4,1,4,20,2,4
3352,1304,307,2758,253,0,4,1,4,20,2,4
3481,1304,307,2759,254,0,4,1,4,21,2,4
3611,1304,307,2759,254,0,4,1,4,20,2,4
3741,1304,307,2758,253,0,4,1,4,20,2,4
3871,1304,307,2758,253,0,4,1,4,20,2,4
4001,1304,307,2758,253,0,4,1,4,20,2,4
4131,1304,307,2758,253,0,4,1,4,20,2,4
4261,1304,307,2758,253,0,4,1,4,21,2,4
4391,1303,307,2758,253,0,4,1,4,20,2,4
4521,1304,307,2759,254,0,4,1,4,20,2,4
4651,1304,307,2759,254,0,4,1,4,20,2,4
4781,1305,308,2758,253,0,4,1,4,21,2,4
4911,1304,307,2758,253,0,4,1,4,20,2,4
5042,1305,308,2758,253,0,4,1,4,20,2,4
90,999,3,2623,118,0,0,1,0,20,3,0
215,999,3,2623,118,0,0,1,0,21,3,0
340,999,3,2623,118,0,0,1,0,20,3,0
465,1003,6,2624,119,0,0,1,0,21,3,0
590,999,3,2624,119,0,0,1,0,21,3,0
715,1000,3,2624,119,0,0,1,0,21,3,0
840,1000,3,2623,118,0,0,1,0,21,3,0
965,1003,6,2623,118,0,0,1,0,20,3,0
1090,1003,6,2624,119,0,0,1,0,20,3,0
1214,1000,3,2623,118,0,0,1,0,20,3,0
1339,1000,3,2624,119,0,0,1,0,20,3,0
1464,1000,3,2624,119,0,0,1,0,20,3,0
1588,1003,7,2624,119,0,0,1,0,20,3,0
1713,1003,6,2623,118,0,0,1,0,21,3,0
1838,1000,3,2624,119,0,0,1,0,21,3,0
1963,1004,7,2624,119,0,0,1,0,20,3,0
2087,1003,6,2624,119,0,0,1,0,21,3,0
2212,1003,6,2624,119,0,0,1,0,21,3,0
2337,1003,6,2623,118,0,0,1,0,20,3,0
2462,1003,6,2624,119,0,0,1,0,21,3,0
2587,1003,6,2624,119,0,0,1,0,21,3,0
2712,1003,6,2623,118,0,0,1,0,21,3,0
2837,1003,6,2623,118,0,0,1,0,20,3,0
2961,1003,6,2624,119,0,0,1,0,21,3,0
3086,1003,6,2623,118,0,0,1,0,20,3,0
3210,1003,6,2624,119,0,0,1,0,21,3,0
3335,1003,6,2624,119,0,0,1,0,21,3,0
3460,1003,6,2623,118,0,0,1,0,21,3,0
3585,1000,3,2624,119,0,0,1,0,20,3,0
3710,1003,6,2623,118,0,0,1,0,20,3,0
3835,1003,6,2623,118,0,0,1,0,21,3,0
3960,1003,6,2624,119,0,0,1,0,21,3,0
4084,1003,6,2623,118,0,0,1,0,20,3,0
4208,1003,6,2624,119,0,0,1,0,21,3,0
4333,1003,6,2623,118,0,0,1,0,20,3,0
4457,1003,6,2623,118,0,0,1,0,20,3,0
4582,1004,7,2624,119,0,0,1,0,21,3,0
4707,1003,6,2623,118,0,0,1,0,21,3,0
4831,1004,7,2623,118,0,0,1,0,20,3,0
4955,1003,6,2623,118,0,0,1,0,20,3,0
5080,1003,6,2624,119,0,0,1,0,20,3,0
80,697,-300,2620,115,0,1,1,1,19,3,1
195,696,-300,2619,114,0,1,1,1,20,3,1
310,697,-299,2619,114,0,1,1,1,20,3,1
425,697,-299,2619,114,0,1,1,1,20,3,1
540,698,-299,2619,114,0,1,1,1,20,3,1
655,698,-299,2619,114,0,1,1,1,19,3,1
770,698,-299,2619,114,0,1,1,1,19,3,1
885,697,-299,2619,114,0,1,1,1,19,3,1
1000,696,-300,2619,114,0,1,1,1,37,3,1
1115,696,-300,2619,114,0,1,1,1,20,3,1
1230,696,-300,2619,114,0,1,1,1,20,3,1
1345,696,-300,2619,114,0,1,1,1,37,3,1
1459,697,-299,2620,115,0,1,1,1,20,3,1
1574,696,-300,2620,115,0,1,1,1,38,3,1
1689,697,-299,2619,114,0,1,1,1,20,3,1
1804,697,-300,2619,114,0,1,1,1,38,3,1
1919,698,-299,2619,114,0,1,1,1,37,3,1
2034,701,-296,2619,114,0,1,1,1,19,3,1
2149,697,-300,2619,114,0,1,1,1,37,3,1
2265,697,-299,2619,114,0,1,1,1,37,3,1
2380,697,-300,2619,114,0,1,1,1,19,3,1
2495,696,-300,2619,114,0,1,1,1,37,3,1
2610,696,-300,2619,114,0,1,1,1,20,3,1
2725,696,-300,2620,115,0,1,1,1,20,3,1
2840,696,-300,2619,114,0,1,1,1,20,3,1
2955,696,-300,2620,115,0,1,1,1,20,3,1
3070,696,-301,2619,114,0,1,1,1,20,3,1
3185,696,-300,2620,115,0,1,1,1,19,3,1
3300,696,-300,2619,114,0,1,1,1,20,3,1
3415,696,-300,2619,114,0,1,1,1,20,3,1
3530,696,-300,2620,115,0,1,1,1,20,3,1
3645,696,-300,2620,115,0,1,1,1,20,3,1
3760,697,-299,2619,114,0,1,1,1,20,3,1
3875,696,-300,2620,115,0,1,1,1,20,3,1
3990,696,-300,2619,114,0,1,1,1,19,3,1
4105,696,-300,2619,114,0,1,1,1,20,3,1
4220,696,-300,2619,114,0,1,1,1,19,3,1
4334,696,-300,2619,114,0,1,1,1,20,3,1
4448,696,-301,2619,114,0,1,1,1,20,3,1
4563,696,-300,2619,114,0,1,1,1,20,3,1
4677,696,-300,2619,114,0,1,1,1,20,3,1
4792,696,-300,2618,113,0,1,1,1,20,3,1
4907,696,-300,2620,115,0,1,1,1,20,3,1
5022,696,-300,2621,116,0,1,1,1,20,3,1
96,1302,305,2625,120,0,2,1,2,21,3,2
226,1302,305,2625,120,0,2,1,2,21,3,2
356,1301,304,2626,121,0,2,1,2,21,3,2
486,1302,305,2625,120,0,2,1,2,20,3,2
617,1301,304,2625,120,0,2,1,2,21,3,2
746,1302,305,2625,120,0,2,1,2,21,3,2
876,1302,305,2625,120,0,2,1,2,21,3,2
1006,1302,305,2625,120,0,2,1,2,21,3,2
1136,1302,305,2625,120,0,2,1,2,20,3,2
1266,1301,304,2625,120,0,2,1,2,20,3,2
1396,1300,303,2625,120,0,2,1,2,21,3,2
1527,1302,305,2625,120,0,2,1,2,20,3,2
1657,1301,304,2625,120,0,2,1,2,20,3,2
1787,1302,305,2625,120,0,2,1,2,21,3,2
1917,1302,305,2625,120,0,2,1,2,21,3,2
2047,1300,303,2625,120,0,2,1,2,20,3,2
2177,1301,304,2625,120,0,2,1,2,21,3,2
2307,1300,303,2625,120,0,2,1,2,21,3,2
2437,1301,304,2625,120,0,2,1,2,20,3,2
2568,1301,304,2625,120,0,2,1,2,20,3,2
2699,1301,304,2625,120,0,2,1,2,20,3,2
2830,1300,303,2624,119,0,2,1,2,21,3,2
2960,1300,303,2625,120,0,2,1,2,21,3,2
3090,1300,303,2625,120,0,2,1,2,20,3,2
3220,1302,305,2625,120,0,2,1,2,21,3,2
3350,1300,304,2624,119,0,2,1,2,21,3,2
3480,1301,304,2625,120,0,2,1,2,21,3,2
3610,1301,304,2625,120,0,2,1,2,38,3,2
3740,1300,303,2625,120,0,2,1,2,38,3,2
3870,1301,304,2625,120,0,2,1,2,38,3,2
4000,1300,303,2625,120,0,2,1,2,38,3,2
4130,1300,303,2624,119,0,2,1,2,38,3,2
4260,1301,304,2625,120,0,2,1,2,38,3,2
4390,1300,303,2624,119,0,2,1,2,38,3,2
4520,1300,303,2624,119,0,2,1,2,21,3,2
4650,1301,304,2624,119,0,2,1,2,21,3,2
4780,1302,305,2624,119,0,2,1,2,21,3,2
4910,1300,303,2625,120,0,2,1,2,21,3,2
5040,1302,305,2625,120,0,2,1,2,21,3,2
95,1299,303,2264,-241,0,3,1,3,20,3,3
225,1301,304,2265,-240,0,3,1,3,20,3,3
356,1301,304,2264,-241,0,3,1,3,20,3,3
487,1301,304,2264,-241,0,3,1,3,20,3,3
618,1300,304,2264,-241,0,3,1,3,20,3,3
748,1299,303,2265,-240,0,3,1,3,20,3,3
878,1301,304,2264,-241,0,3,1,3,20,3,3
1008,1301,304,2264,-241,0,3,1,3,20,3,3
1138,1300,304,2265,-240,0,3,1,3,20,3,3
1269,1301,304,2265,-240,0,3,1,3,20,3,3
1400,1301,304,2265,-240,0,3,1,3,20,3,3
1531,1301,304,2264,-241,0,3,1,3,20,3,3
1662,1300,304,2265,-240,0,3,1,3,20,3,3
1793,1300,304,2265,-240,0,3,1,3,20,3,3
1923,1301,304,2265,-240,0,3,1,3,20,3,3
2054,1301,304,2265,-240,0,3,1,3,20,3,3
2185,1300,304,2265,-240,0,3,1,3,20,3,3
2316,1300,303,2265,-240,0,3,1,3,20,3,3
2446,1300,304,2265,-240,0,3,1,3,20,3,3
2577,1301,304,2264,-241,0,3,1,3,20,3,3
2707,1301,304,2265,-240,0,3,1,3,20,3,3
2838,1300,303,2265,-240,0,3,1,3,20,3,3
2969,1301,304,2265,-240,0,3,1,3,20,3,3
3099,1301,304,2265,-240,0,3,1,3,20,3,3
3230,1301,304,2265,-240,0,3,1,3,20,3,3
3361,1300,304,2265,-240,0,3,1,3,20,3,3
3492,1300,303,2266,-239,0,3,1,3,20,3,3
3622,1302,305,2265,-240,0,3,1,3,20,3,3
3752,1301,304,2265,-240,0,3,1,3,21,3,3
3883,1301,304,2265,-240,0,3,1,3,20,3,3
4013,1301,304,2265,-240,0,3,1,3,20,3,3
4144,1301,304,2266,-239,0,3,1,3,21,3,3
4275,1301,305,2265,-240,0,3,1,3,20,3,3
4406,1302,305,2266,-239,0,3,1,3,20,3,3
4537,1301,304,2265,-240,0,3,1,3,20,3,3
4668,1302,305,2266,-239,0,3,1,3,20,3,3
4799,1301,304,2266,-239,0,3,1,3,20,3,3
4929,1301,304,2266,-239,0,3,1,3,20,3,3
5059,1301,304,2266,-239,0,3,1,3,20,3,3
95,1302,305,2757,252,0,4,1,4,20,3,4
225,1303,306,2756,251,0,4,1,4,20,3,4
355,1302,305,2757,252,0,4,1,4,20,3,4
485,1303,306,2756,251,0,4,1,4,21,3,4
615,1303,306,2756,251,0,4,1,4,21,3,4
745,1302,305,2756,251,0,4,1,4,20,3,4
875,1302,305,2756,251,0,4,1,4,21,3,4
1005,1302,305,2756,251,0,4,1,4,20,3,4
1135,1302,305,2756,251,0,4,1,4,20,3,4
1265,1301,304,2756,251,0,4,1,4,20,3,4
1395,1301,304,2756,251,0,4,1,4,20,3,4
1525,1301,304,2756,251,0,4,1,4,20,3,4
1655,1302,305,2756,251,0,4,1,4,21,3,4
1785,1302,305,2756,251,0,4,1,4,20,3,4
1916,1303,306,2756,251,0,4,1,4,21,3,4
2046,1303,306,2756,251,0,4,1,4,20,3,4
2176,1302,305,2756,251,0,4,1,4,20,3,4
2306,1304,307,2756,251,0,4,1,4,20,3,4
2436,1303,306,2756,251,0,4,1,4,20,3,4
2566,1303,306,2756,251,0,4,1,4,20,3,4
2696,1302,305,2756,251,0,4,1,4,20,3,4
2826,1302,305,2756,251,0,4,1,4,21,3,4
2956,1302,305,2757,252,0,4,1,4,20,3,4
3086,1303,306,2756,251,0,4,1,4,20,3,4
3216,1302,305,2756,251,0,4,1,4,20,3,4
3347,1302,305,2756,251,0,4,1,4,21,3,4
3478,1302,305,2756,251,0,4,1,4,20,3,4
3608,1301,304,2756,251,0,4,1,4,20,3,4
3738,1302,305,2756,251,0,4,1,4,21,3,4
3868,1302,305,2755,250,0,4,1,4,21,3,4
3999,1303,306,2755,250,0,4,1,4,21,3,4
4130,1302,305,2755,250,0,4,1,4,20,3,4
4260,1303,306,2756,251,0,4,1,4,20,3,4
4390,1301,304,2755,250,0,4,1,4,20,3,4
4521,1301,304,2755,250,0,4,1,4,21,3,4
4651,1301,304,2755,250,0,4,1,4,20,3,4
4781,1302,305,2755,250,0,4,1,4,20,3,4
4911,1301,304,2756,251,0,4,1,4,21,3,4
5041,1300,303,2755,250,0,4,1,4,20,3,4
90,999,2,2621,116,0,0,1,0,20,4,0
214,999,2,2621,116,0,0,1,0,20,4,0
338,999,2,2621,116,0,0,1,0,38,4,0
463,1000,3,2621,116,0,0,1,0,38,4,0
588,1000,3,2621,116,0,0,1,0,38,4,0
713,998,1,2621,116,0,0,1,0,20,4,0
838,998,1,2621,116,0,0,1,0,21,4,0
962,1000,3,2621,116,0,0,1,0,20,4,0
1086,998,1,2621,116,0,0,1,0,20,4,0
1211,999,2,2621,116,0,0,1,0,20,4,0
1335,998,2,2621,116,0,0,1,0,21,4,0
1458,999,2,2620,115,0,0,1,0,20,4,0
1582,998,2,2621,116,0,0,1,0,20,4,0
1706,998,2,2621,116,0,0,1,0,21,4,0
1830,999,2,2621,116,0,0,1,0,20,4,0
1955,998,1,2621,116,0,0,1,0,20,4,0
2080,998,1,2621,116,0,0,1,0,21,4,0
2204,998,2,2621,116,0,0,1,0,21,4,0
2329,998,2,2621,116,0,0,1,0,20,4,0
2453,998,2,2621,116,0,0,1,0,21,4,0
2578,998,1,2621,116,0,0,1,0,20,4,0
2702,998,2,2621,116,0,0,1,0,20,4,0
2827,997,1,2621,116,0,0,1,0,21,4,0
2952,998,2,2621,116,0,0,1,0,20,4,0
3077,998,2,2621,116,0,0,1,0,21,4,0
3202,998,1,2621,116,0,0,1,0,20,4,0
3327,998,2,2621,116,0,0,1,0,21,4,0
3452,998,2,2621,116,0,0,1,0,21,4,0
3577,998,2,2621,116,0,0,1,0,20,4,0
3702,998,2,2621,116,0,0,1,0,20,4,0
3826,998,2,2621,116,0,0,1,0,21,4,0
3951,999,2,2620,115,0,0,1,0,21,4,0
4075,997,0,2620,115,0,0,1,0,20,4,0
4200,998,1,2620,115,0,0,1,0,21,4,0
4324,998,2,2620,115,0,0,1,0,21,4,0
4448,998,2,2621,116,0,0,1,0,21,4,0
4573,999,2,2620,115,0,0,1,0,21,4,0
4697,998,1,2620,115,0,0,1,0,20,4,0
4822,998,2,2620,115,0,0,1,0,21,4,0
4946,999,2,2620,115,0,0,1,0,20,4,0
5070,998,2,2621,116,0,0,1,0,21,4,0
81,703,-294,2617,112,0,1,1,1,20,4,1
196,702,-294,2618,113,0,1,1,1,20,4,1
312,703,-293,2617,112,0,1,1,1,20,4,1
427,703,-293,2617,112,0,1,1,1,20,4,1
542,703,-293,2617,112,0,1,1,1,19,4,1
657,703,-294,2617,112,0,1,1,1,20,4,1
772,702,-294,2617,112,0,1,1,1,19,4,1
887,703,-294,2617,112,0,1,1,1,20,4,1
1002,703,-293,2617,112,0,1,1,1,20,4,1
1117,703,-293,2617,112,0,1,1,1,20,4,1
1232,704,-293,2617,112,0,1,1,1,19,4,1
1347,704,-293,2617,112,0,1,1,1,20,4,1
1462,703,-293,2617,112,0,1,1,1,20,4,1
1577,704,-292,2617,112,0,1,1,1,20,4,1
1692,704,-293,2617,112,0,1,1,1,20,4,1
1807,704,-293,2617,112,0,1,1,1,20,4,1
1922,702,-294,2617,112,0,1,1,1,20,4,1
2037,703,-293,2617,112,0,1,1,1,20,4,1
2152,703,-293,2617,112,0,1,1,1,20,4,1
2267,703,-293,2617,112,0,1,1,1,20,4,1
2382,703,-294,2617,112,0,1,1,1,20,4,1
2497,703,-294,2617,112,0,1,1,1,20,4,1
2612,703,-293,2617,112,0,1,1,1,19,4,1
2727,703,-294,2617,112,0,1,1,1,19,4,1
2842,702,-295,2618,113,0,1,1,1,20,4,1
2957,705,-292,2618,113,0,1,1,1,20,4,1
3072,702,-294,2617,112,0,1,1,1,20,4,1
3187,702,-294,2617,112,0,1,1,1,20,4,1
3302,703,-294,2617,112,0,1,1,1,20,4,1
3417,703,-293,2617,112,0,1,1,1,20,4,1
3532,703,-293,2617,112,0,1,1,1,20,4,1
3647,703,-293,2617,112,0,1,1,1,20,4,1
3762,703,-293,2617,112,0,1,1,1,19,4,1
3878,703,-293,2617,112,0,1,1,1,20,4,1
3994,703,-293,2617,112,0,1,1,1,20,4,1
4109,703,-293,2617,112,0,1,1,1,20,4,1
4224,703,-293,2617,112,0,1,1,1,20,4,1
4339,702,-294,2617,112,0,1,1,1,20,4,1
4454,703,-293,2617,112,0,1,1,1,20,4,1
4569,703,-293,2617,112,0,1,1,1,20,4,1
4684,704,-293,2618,113,0,1,1,1,20,4,1
4799,703,-294,2617,112,0,1,1,1,20,4,1
4914,703,-294,2617,112,0,1,1,1,20,4,1
5030,703,-293,2617,112,0,1,1,1,19,4,1
95,1299,303,2623,118,0,2,1,2,20,4,2
226,1299,303,2622,117,0,2,1,2,21,4,2
356,1299,302,2622,117,0,2,1,2,21,4,2
487,1298,302,2622,117,0,2,1,2,21,4,2
617,1299,303,2623,118,0,2,1,2,21,4,2
748,1299,303,2623,118,0,2,1,2,21,4,2
878,1299,302,2623,118,0,2,1,2,20,4,2
1008,1298,302,2622,117,0,2,1,2,20,4,2
1138,1298,301,2623,118,0,2,1,2,20,4,2
1268,1298,302,2623,118,0,2,1,2,21,4,2
1398,1299,303,2623,118,0,2,1,2,21,4,2
1528,1299,303,2622,117,0,2,1,2,21,4,2
1658,1298,301,2623,118,0,2,1,2,21,4,2
1788,1299,303,2622,117,0,2,1,2,20,4,2
1918,1299,303,2623,118,0,2,1,2,21,4,2
2048,1300,304,2623,118,0,2,1,2,20,4,2
2179,1299,302,2623,118,0,2,1,2,21,4,2
2309,1299,303,2623,118,0,2,1,2,21,4,2
2439,1299,303,2623,118,0,2,1,2,20,4,2
2570,1299,303,2623,118,0,2,1,2,20,4,2
2700,1298,301,2623,118,0,2,1,2,20,4,2
2830,1299,303,2623,118,0,2,1,2,20,4,2
2960,1299,303,2623,118,0,2,1,2,21,4,2
3090,1298,301,2623,118,0,2,1,2,20,4,2
3221,1300,303,2622,117,0,2,1,2,21,4,2
3351,1299,303,2623,118,0,2,1,2,20,4,2
3481,1299,302,2623,118,0,2,1,2,20,4,2
3611,1299,303,2622,117,0,2,1,2,20,4,2
3741,1299,303,2623,118,0,2,1,2,21,4,2
3871,1299,303,2623,118,0,2,1,2,21,4,2
4001,1298,301,2622,117,0,2,1,2,21,4,2
4131,1299,302,2623,118,0,2,1,2,21,4,2
4261,1298,302,2622,117,0,2,1,2,20,4,2
4391,1300,303,2623,118,0,2,1,2,21,4,2
4521,1299,302,2623,118,0,2,1,2,20,4,2
4651,1299,303,2623,118,0,2,1,2,20,4,2
4781,1299,303,2623,118,0,2,1,2,21,4,2
4911,1299,303,2623,118,0,2,1,2,21,4,2
5041,1300,303,2622,117,0,2,1,2,20,4,2
96,1299,302,2262,-243,0,3,1,3,20,4,3
226,1300,303,2263,-242,0,3,1,3,20,4,3
357,1300,303,2262,-243,0,3,1,3,20,4,3
488,1302,305,2263,-242,0,3,1,3,20,4,3
619,1302,305,2263,-242,0,3,1,3,20,4,3
750,1302,305,2263,-242,0,3,1,3,20,4,3
880,1301,304,2263,-242,0,3,1,3,20,4,3
1010,1300,303,2262,-243,0,3,1,3,20,4,3
1140,1300,303,2263,-242,0,3,1,3,21,4,3
1270,1301,304,2263,-242,0,3,1,3,20,4,3
1400,1301,304,2263,-242,0,3,1,3,20,4,3
1531,1300,303,2262,-243,0,3,1,3,20,4,3
1662,1299,302,2263,-242,0,3,1,3,20,4,3
1792,1299,302,2263,-242,0,3,1,3,20,4,3
1922,1298,302,2263,-242,0,3,1,3,20,4,3
2052,1299,303,2263,-242,0,3,1,3,20,4,3
2182,1300,303,2263,-242,0,3,1,3,20,4,3
2312,1299,302,2263,-242,0,3,1,3,20,4,3
2442,1301,304,2263,-242,0,3,1,3,20,4,3
2572,1300,303,2262,-243,0,3,1,3,20,4,3
2702,1300,303,2263,-242,0,3,1,3,20,4,3
2832,1300,303,2263,-242,0,3,1,3,20,4,3
2962,1300,303,2263,-242,0,3,1,3,37,4,3
3093,1299,303,2263,-242,0,3,1,3,20,4,3
3223,1300,303,2263,-242,0,3,1,3,20,4,3
3353,1300,303,2263,-242,0,3,1,3,20,4,3
3483,1299,303,2263,-242,0,3,1,3,20,4,3
3613,1298,301,2263,-242,0,3,1,3,38,4,3
3743,1299,302,2262,-243,0,3,1,3,37,4,3
3873,1298,302,2263,-242,0,3,1,3,37,4,3
4003,1298,301,2263,-242,0,3,1,3,38,4,3
4134,1299,302,2263,-242,0,3,1,3,38,4,3
4264,1300,303,2263,-242,0,3,1,3,20,4,3
4394,1299,302,2263,-242,0,3,1,3,20,4,3
4525,1299,303,2263,-242,0,3,1,3,20,4,3
4655,1301,304,2263,-242,0,3,1,3,20,4,3
4786,1300,303,2263,-242,0,3,1,3,20,4,3
4917,1300,303,2263,-242,0,3,1,3,20,4,3
5047,1300,303,2263,-242,0,3,1,3,20,4,3
95,1300,304,2861,356,0,4,1,4,20,4,4
225,1300,303,2862,357,0,4,1,4,20,4,4
355,1301,304,2861,356,0,4,1,4,20,4,4
485,1300,304,2861,356,0,4,1,4,20,4,4
615,1299,303,2861,356,0,4,1,4,21,4,4
745,1299,303,2861,356,0,4,1,4,20,4,4
875,1299,303,2861,356,0,4,1,4,20,4,4
1005,1300,303,2861,356,0,4,1,4,20,4,4
1136,1299,303,2861,356,0,4,1,4,21,4,4
1266,1299,303,2860,355,0,4,1,4,20,4,4
1396,1300,304,2860,355,0,4,1,4,20,4,4
1526,1299,303,2860,355,0,4,1,4,20,4,4
1657,1300,304,2861,356,0,4,1,4,20,4,4
1787,1300,303,2861,356,0,4,1,4,20,4,4
1917,1301,304,2861,356,0,4,1,4,21,4,4
2047,1300,304,2861,356,0,4,1,4,20,4,4
2177,1299,303,2861,356,0,4,1,4,20,4,4
2307,1300,304,2860,355,0,4,1,4,21,4,4
2437,1301,304,2860,355,0,4,1,4,20,4,4
2567,1299,303,2860,355,0,4,1,4,20,4,4
2698,1300,303,2860,355,0,4,1,4,21,4,4
2828,1300,303,2860,355,0,4,1,4,20,4,4
2958,1299,303,2860,355,0,4,1,4,20,4,4
3088,1300,303,2860,355,0,4,1,4,20,4,4
3218,1299,303,2861,356,0,4,1,4,21,4,4
3348,1300,303,2860,355,0,4,1,4,20,4,4
3478,1299,303,2861,356,0,4,1,4,20,4,4
3608,1300,304,2861,356,0,4,1,4,20,4,4
3738,1299,303,2860,355,0,4,1,4,21,4,4
3868,1299,303,2860,355,0,4,1,4,20,4,4
3998,1299,302,2860,355,0,4,1,4,20,4,4
4128,1299,302,2860,355,0,4,1,4,20,4,4
4258,1299,303,2861,356,0,4,1,4,20,4,4
4388,1299,303,2860,355,0,4,1,4,21,4,4
4518,1299,303,2860,355,0,4,1,4,21,4,4
4648,1299,303,2860,355,0,4,1,4,21,4,4
4778,1300,303,2860,355,0,4,1,4,21,4,4
4908,1300,303,2860,355,0,4,1,4,20,4,4
5038,1300,304,2860,355,0,4,1,4,20,4,4
90,996,-1,2620,115,0,0,1,0,20,5,0
214,995,-1,2620,115,0,0,1,0,21,5,0
338,996,-1,2620,115,0,0,1,0,21,5,0
461,996,-1,2619,114,0,0,1,0,20,5,0
585,995,-2,2619,114,0,0,1,0,21,5,0
710,995,-1,2619,114,0,0,1,0,21,5,0
834,995,-1,2620,115,0,0,1,0,20,5,0
958,995,-2,2620,115,0,0,1,0,21,5,0
1083,995,-1,2620,115,0,0,1,0,21,5,0
1208,996,-1,2620,115,0,0,1,0,20,5,0
1332,997,0,2619,114,0,0,1,0,21,5,0
1457,996,-1,2620,115,0,0,1,0,20,5,0
1582,996,-1,2620,115,0,0,1,0,20,5,0
1707,996,-1,2620,115,0,0,1,0,21,5,0
1831,996,-1,2619,114,0,0,1,0,20,5,0
1956,996,-1,2620,115,0,0,1,0,20,5,0
