t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session,pred,infer_us,trial,staged,source
4326,1000,3,2750,245,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
4450,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
4575,1000,3,2750,245,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
4700,1000,3,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
4825,1000,3,2749,244,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
4949,1001,4,2750,245,0,4,1,4,20,6,4,online_trials_20260808_121855.csv
5074,1001,4,2750,245,0,4,1,4,21,6,4,online_trials_20260808_121855.csv
90,1000,3,2749,244,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
214,1000,4,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
339,1000,4,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
463,1000,3,2749,244,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
587,1000,3,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
711,1001,4,2749,244,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
836,1000,3,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
960,1000,4,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
1085,1000,3,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
1210,1000,3,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
1335,1000,3,2749,244,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
1460,1000,3,2749,244,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
1585,1000,3,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
1710,1000,3,2749,244,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
1835,1001,4,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
1960,1000,3,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
2084,1001,5,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
2209,1001,4,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
2334,1001,4,2749,244,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
2458,1000,4,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
2582,1000,3,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
2707,1002,5,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
2832,1001,4,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
2956,1001,4,2749,244,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
3080,1002,5,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
3205,1001,5,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
3329,1001,4,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
3454,1001,4,2749,244,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
3578,1001,5,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
3703,1001,4,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
3828,1001,5,2747,242,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
3953,1000,3,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
4078,1001,4,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
4202,1000,4,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
4327,1000,3,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
4452,1000,3,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
4577,1000,4,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
4702,1001,4,2748,243,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
4827,1001,4,2749,244,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
4951,1001,4,2749,244,0,4,1,4,20,7,4,online_trials_20260808_121855.csv
5075,1000,4,2748,243,0,4,1,4,21,7,4,online_trials_20260808_121855.csv
