t_ms,dist_mm,d_dist_mm,ldr,d_ldr,missed,label,session,pred,infer_us,trial,staged,source
3607,1303,306,2620,115,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
3737,1303,306,2619,114,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
3866,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
3995,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
4125,1303,306,2620,115,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
4254,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
4384,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
4515,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
4645,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
4775,1303,306,2619,114,0,2,1,2,21,6,2,online_trials_20260808_113613.csv
4905,1303,306,2619,114,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
5034,1303,306,2620,115,0,2,1,2,20,6,2,online_trials_20260808_113613.csv
96,1298,301,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
226,1299,303,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
356,1301,304,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
486,1298,301,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
616,1298,302,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
746,1298,301,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
876,1301,304,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
1006,1299,303,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
1137,1301,304,2619,114,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
1267,1298,301,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
1397,1299,302,2619,114,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
1527,1301,304,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
1657,1298,301,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
1787,1299,302,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
1917,1299,303,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
2047,1299,303,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
2177,1299,303,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
2308,1301,304,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
2437,1299,303,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
2567,1299,303,2619,114,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
2697,1299,302,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
2827,1298,301,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
2957,1298,302,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
3087,1298,301,2619,114,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
3217,1303,306,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
3347,1299,303,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
3477,1299,303,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
3607,1299,303,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
3737,1299,302,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
3867,1299,302,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
3997,1298,302,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
4127,1299,302,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
4257,1303,306,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
4387,1299,302,2618,113,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
4517,1298,302,2619,114,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
4647,1298,301,2619,114,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
4777,1299,303,2619,114,0,2,1,2,20,7,2,online_trials_20260808_113613.csv
4907,1298,301,2618,113,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
5037,1299,302,2619,114,0,2,1,2,21,7,2,online_trials_20260808_113613.csv
90,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
214,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
339,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
464,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
588,1001,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
713,1001,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
837,1001,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
962,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
1087,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
1212,1000,3,2252,-253,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
1336,1000,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
1461,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
1586,1001,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
1711,1000,3,2250,-255,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
1836,1000,3,2251,-254,0,3,1,3,38,0,3,online_trials_20260808_121055.csv
1960,1000,3,2251,-254,0,3,1,3,38,0,3,online_trials_20260808_121055.csv
2085,1000,3,2251,-254,0,3,1,3,37,0,3,online_trials_20260808_121055.csv
2209,1000,3,2250,-255,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
2334,1000,3,2251,-254,0,3,1,3,38,0,3,online_trials_20260808_121055.csv
2459,1000,3,2251,-254,0,3,1,3,37,0,3,online_trials_20260808_121055.csv
2584,1000,3,2251,-254,0,3,1,3,37,0,3,online_trials_20260808_121055.csv
2709,1000,3,2251,-254,0,3,1,3,37,0,3,online_trials_20260808_121055.csv
2833,1000,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
2957,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
3082,1000,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
3207,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
3332,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
3457,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
3582,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
3707,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
3832,1000,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
3957,1000,3,2250,-255,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
4082,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
4207,1000,3,2252,-253,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
4332,1000,3,2252,-253,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
4456,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
4581,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
4706,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
4831,1001,4,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
4956,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
5081,1000,3,2251,-254,0,3,1,3,20,0,3,online_trials_20260808_121055.csv
91,1000,4,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
216,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
341,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
466,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
591,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
716,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
841,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
966,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
1091,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
1216,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
1341,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
1466,1001,4,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
1591,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
1715,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
1839,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
1964,1000,4,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
2089,1000,3,2249,-256,0,3,1,3,21,1,3,online_trials_20260808_121055.csv
2214,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
2339,1000,4,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
2463,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
2588,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
2713,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
2838,999,2,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
2963,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
3088,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
3213,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
3338,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
3463,999,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
3588,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
3713,998,2,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
3838,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
3963,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
4088,1000,3,2249,-256,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
4213,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
4337,998,2,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
4462,999,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
4586,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
4710,1000,4,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
4835,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
4960,1000,3,2250,-255,0,3,1,3,20,1,3,online_trials_20260808_121055.csv
5084,1000,3,2249,-256,0,3,1,3,21,1,3,online_trials_20260808_121055.csv
90,1000,3,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
215,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
339,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
464,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
589,1000,3,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
714,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
839,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
964,1000,3,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
1089,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
1214,1000,3,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
1338,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
1463,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
1588,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
1713,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
1838,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
1963,1001,4,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
2088,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
2212,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
2336,1001,4,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
2461,1001,4,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
2585,1001,4,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
2710,1001,4,2051,-454,0,3,1,3,21,2,3,online_trials_20260808_121055.csv
2835,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
2959,1000,3,2050,-455,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
3084,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
3209,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
3333,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
3458,1000,3,2050,-455,0,3,1,3,21,2,3,online_trials_20260808_121055.csv
3583,1001,4,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
3708,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
3833,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
3957,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
4082,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
4207,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
4331,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
4456,999,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
4581,1000,3,2052,-453,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
4705,1001,4,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
4830,1001,4,2052,-453,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
4955,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
5080,1000,3,2051,-454,0,3,1,3,20,2,3,online_trials_20260808_121055.csv
90,1000,3,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
215,1000,3,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
340,998,2,2247,-258,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
465,1000,3,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
589,998,1,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
714,998,2,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
839,1000,3,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
964,1001,4,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
1088,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
1213,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
1338,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
1463,1000,3,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
1588,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
1713,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
1838,1001,4,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
1963,1001,4,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
2088,1000,3,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
2213,1000,4,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
2338,1000,3,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
2463,1000,4,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
2588,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
2713,1000,3,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
2838,1000,3,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
2963,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
3088,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
3213,1000,3,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
3338,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
3463,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
3588,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
3713,1001,4,2249,-256,0,3,1,3,21,3,3,online_trials_20260808_121055.csv
3838,1000,3,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
3962,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
4087,1000,3,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
4212,1000,4,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
4337,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
4462,1000,3,2249,-256,0,3,1,3,21,3,3,online_trials_20260808_121055.csv
4586,1000,3,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
4711,1000,3,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
4836,1001,4,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
4961,1001,4,2248,-257,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
5086,1000,3,2249,-256,0,3,1,3,20,3,3,online_trials_20260808_121055.csv
90,1000,3,2245,-260,0,3,1,3,21,4,3,online_trials_20260808_121055.csv
215,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
340,1000,3,2245,-260,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
466,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
591,1000,3,2245,-260,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
716,1000,3,2245,-260,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
841,1000,4,2245,-260,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
966,999,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
1091,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
1216,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
1340,998,2,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
1465,998,2,2246,-259,0,3,1,3,21,4,3,online_trials_20260808_121055.csv
1590,998,2,2245,-260,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
1715,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
1840,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
1965,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
2089,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
2214,1000,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
2339,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
2464,1001,4,2247,-258,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
2588,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
2712,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
2837,1000,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
2962,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
3087,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
3212,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
3337,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
3462,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
3587,1001,4,2247,-258,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
3712,1000,3,2247,-258,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
3837,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
3962,1001,4,2247,-258,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
4087,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
4212,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
4337,1001,4,2247,-258,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
4462,1000,3,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
4587,1001,4,2247,-258,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
4712,1001,4,2246,-259,0,3,1,3,21,4,3,online_trials_20260808_121055.csv
4837,1001,4,2246,-259,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
4962,1000,3,2247,-258,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
5087,1000,4,2247,-258,0,3,1,3,20,4,3,online_trials_20260808_121055.csv
90,1000,3,2246,-259,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
214,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
338,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
463,1000,3,2246,-259,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
587,999,2,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
712,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
837,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
962,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
1086,1000,3,2246,-259,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
1211,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
1336,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
1460,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
1585,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
1710,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
1835,1000,3,2246,-259,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
1960,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
2085,1000,3,2246,-259,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
2210,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
2335,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
2460,1001,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
2585,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
2710,1001,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
2835,1000,3,2247,-258,0,3,1,3,21,5,3,online_trials_20260808_121055.csv
2960,1000,3,2247,-258,0,3,1,3,21,5,3,online_trials_20260808_121055.csv
3085,1000,3,2247,-258,0,3,1,3,37,5,3,online_trials_20260808_121055.csv
3210,1000,3,2247,-258,0,3,1,3,37,5,3,online_trials_20260808_121055.csv
3335,1000,3,2247,-258,0,3,1,3,37,5,3,online_trials_20260808_121055.csv
3460,1000,3,2247,-258,0,3,1,3,38,5,3,online_trials_20260808_121055.csv
3585,1000,3,2246,-259,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
3710,1001,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
3835,1001,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
3960,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
4085,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
4210,1000,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
4335,1001,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
4460,1000,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
4585,1000,3,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
4710,1000,3,2248,-257,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
4835,1001,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
4959,1001,4,2247,-258,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
5084,1000,4,2248,-257,0,3,1,3,20,5,3,online_trials_20260808_121055.csv
90,1002,5,2246,-259,0,3,1,3,21,6,3,online_trials_20260808_121055.csv
214,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
339,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
464,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
587,1000,3,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
712,1001,5,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
837,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
962,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
1087,1001,5,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
1212,1001,5,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
1337,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
1462,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
1587,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
1712,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
1837,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
1962,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
2087,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
2212,1000,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
2337,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
2462,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
2587,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
2712,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
2837,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
2962,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
3087,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
3211,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
3336,1001,4,2246,-259,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
3461,1001,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
3586,1000,4,2247,-258,0,3,1,3,20,6,3,online_trials_20260808_121055.csv
3710,1001,4,2247,-258,0,3,1,3,21,6,3,online_trials_20260808_121055.csv
